,WHO Region,Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,CountryNum,isMarch
156,Western Pacific,2020-03-02,5311.125,184.4375,2722.0,2404.6875,51.75,3.3125,168.25,3008,1.0
157,Western Pacific,2020-03-03,5374.5625,186.5,2883.3125,2304.75,63.4375,2.0625,161.3125,3008,1.0
158,Western Pacific,2020-03-04,5413.5625,189.3125,3043.1875,2181.0625,39.0,2.8125,159.875,3008,1.0
159,Western Pacific,2020-03-05,5454.9375,191.3125,3186.5,2077.125,41.375,2.0,143.3125,3008,1.0
160,Western Pacific,2020-03-06,5502.9375,193.5625,3295.4375,2013.9375,48.0,2.25,108.9375,3008,1.0
161,Western Pacific,2020-03-07,5540.375,195.4375,3396.9375,1948.0,37.4375,1.875,101.5,3008,1.0
162,Western Pacific,2020-03-08,5565.8125,197.6875,3511.375,1856.75,25.4375,2.25,114.4375,3008,1.0
163,Western Pacific,2020-03-09,5582.875,199.4375,3600.0,1783.4375,17.0625,1.75,88.625,3008,1.0
164,Western Pacific,2020-03-10,5593.8125,200.6875,3695.875,1697.25,10.9375,1.25,95.875,3008,1.0
165,Western Pacific,2020-03-11,5620.375,202.5625,3792.0625,1625.75,26.5625,1.875,96.1875,3008,1.0
166,Western Pacific,2020-03-12,5632.0,203.9375,3873.5625,1554.5,11.625,1.375,81.5,3008,1.0
167,Western Pacific,2020-03-13,5653.9375,204.75,3965.625,1483.5625,21.9375,0.8125,92.0625,3008,1.0
168,Western Pacific,2020-03-14,5676.8125,206.1875,4058.125,1412.5,22.875,1.4375,92.5,3008,1.0
169,Western Pacific,2020-03-15,5703.9375,207.3125,4143.375,1353.25,27.125,1.125,85.25,3008,1.0
170,Western Pacific,2020-03-16,5727.375,208.625,4240.25,1278.5,23.4375,1.3125,96.875,3008,1.0
171,Western Pacific,2020-03-17,5756.125,210.0625,4313.6875,1232.375,28.75,1.4375,73.4375,3008,1.0
172,Western Pacific,2020-03-18,5788.75,211.5625,4382.5,1194.6875,32.625,1.5,68.8125,3008,1.0
173,Western Pacific,2020-03-19,5823.25,212.4375,4433.1875,1177.625,34.5,0.875,50.6875,3008,1.0
174,Western Pacific,2020-03-20,5860.125,213.1875,4482.875,1164.0625,36.875,0.75,49.6875,3008,1.0
175,Western Pacific,2020-03-21,5912.6875,214.4375,4525.625,1172.625,52.5625,1.25,42.75,3008,1.0
176,Western Pacific,2020-03-22,5984.9375,216.9375,4648.875,1119.125,72.25,2.5,123.25,3008,1.0
177,Western Pacific,2020-03-23,6024.125,217.75,4677.125,1129.25,39.1875,0.8125,28.25,3008,1.0
178,Western Pacific,2020-03-24,6083.6875,219.125,4753.125,1111.4375,59.5625,1.375,76.0,3008,1.0
179,Western Pacific,2020-03-25,6146.5,220.375,4802.3125,1123.8125,62.8125,1.25,49.1875,3008,1.0
180,Western Pacific,2020-03-26,6224.4375,222.125,4862.625,1139.6875,77.9375,1.75,60.3125,3008,1.0
181,Western Pacific,2020-03-27,6289.5625,224.0625,4927.1875,1138.3125,65.125,1.9375,64.5625,3008,1.0
182,Western Pacific,2020-03-28,6387.1875,225.8125,4980.625,1180.75,97.625,1.75,53.4375,3008,1.0
183,Western Pacific,2020-03-29,6473.9375,228.0,5033.125,1212.8125,86.75,2.1875,52.5,3008,1.0
184,Western Pacific,2020-03-30,6539.375,229.5625,5077.375,1232.4375,65.4375,1.5625,44.25,3008,1.0
185,Western Pacific,2020-03-31,6631.3125,231.0625,5118.875,1281.375,91.9375,1.5,41.5,3008,1.0
